code,img_file,img_d,img_c,img_manufacturer,imprint1,imprint2,color,shape,score,logo,Remarks,Check code,,,,
GLYC23,GLYC23_20200218_OUT3.jpg,18/02/2020,Packaging,Hameln Pharmacueticals Gmbh,,,,,,,,GLYCERYL TRINITRATE (NO ALCOHOL) INFUSION 1MG/ML 10ML,,,,
GLYC55,GLYC55_20200215_OUT1.jpg,15/02/2020,Packaging,E. I. Zabris & Co L.P,,,,,,,,GLYCERIN (ADULT) RECTAL SUPPOSITORY 2.4G,,,,
GLYC55,GLYC55_20200215_OUT2.jpg,15/02/2020,Packaging,E. I. Zabris & Co L.P,,,,,,,,GLYCERIN (ADULT) RECTAL SUPPOSITORY 2.4G,,,,
GLYC55,GLYC55_20200215_OUT3.jpg,15/02/2020,Content,E. I. Zabris & Co L.P,,,,,,,,GLYCERIN (ADULT) RECTAL SUPPOSITORY 2.4G,,,,
GLYC63,GLYC63_20200220_OUT1.jpg,20/02/2020,Packaging,E.I. Zarbis & Co L.P,,,,,,,,GLYCERIN (CHILD) RECTAL SUPPOSITORY 1.2G,,,,
GLYC63,GLYC63_20200220_OUT2.jpg,20/02/2020,Content,E.I. Zarbis & Co L.P,,,,,,,,GLYCERIN (CHILD) RECTAL SUPPOSITORY 1.2G,,,,
GLYC63,GLYC63_20200220_OUT3.jpg,20/02/2020,Packaging,E.I. Zarbis & Co L.P,,,,,,,,GLYCERIN (CHILD) RECTAL SUPPOSITORY 1.2G,,,,
GLYC63,GLYC63_20200220_OUT4.jpg,20/02/2020,Packaging,E.I. Zarbis & Co L.P,,,,,,,,GLYCERIN (CHILD) RECTAL SUPPOSITORY 1.2G,,,,
GOLI02,GOLI02_20200317_OUT1.jpg,17/03/2020,Packaging & Content,Janssen,,,,,,,,GOLIMUMAB (AUTO-INJECTOR) INJECTION 50MG/0.5ML,,,,
GOLI02,GOLI02_20200317_OUT2.jpg,17/03/2020,Packaging & Content,Janssen,,,,,,,,GOLIMUMAB (AUTO-INJECTOR) INJECTION 50MG/0.5ML,,,,
GOLI02,GOLI02_20200317_OUT3.jpg,17/03/2020,Packaging & Content,Janssen,,,,,,,,GOLIMUMAB (AUTO-INJECTOR) INJECTION 50MG/0.5ML,,,,
GOLI02,GOLI02_20200317_OUT4.jpg,17/03/2020,Packaging,Janssen,,,,,,,,GOLIMUMAB (AUTO-INJECTOR) INJECTION 50MG/0.5ML,,,,
GOLI02,GOLI02_20200317_OUT5.jpg,17/03/2020,Packaging,Janssen,,,,,,,,GOLIMUMAB (AUTO-INJECTOR) INJECTION 50MG/0.5ML,,,,
GOLI02,GOLI02_20200406_OUT1.jpg,06/04/2020,Packaging,Janssen,,,,,,,,GOLIMUMAB (AUTO-INJECTOR) INJECTION 50MG/0.5ML,,,,
GOLI02,GOLI02_20200406_OUT2.jpg,06/04/2020,Packaging,Janssen,,,,,,,,GOLIMUMAB (AUTO-INJECTOR) INJECTION 50MG/0.5ML,,,,
GOLI02,GOLI02_20200406_OUT3.jpg,06/04/2020,Content,Janssen,,,,,,,,GOLIMUMAB (AUTO-INJECTOR) INJECTION 50MG/0.5ML,,,,
GONA02,GONA02_20200406_OUT1.jpg,06/04/2020,Packaging,Ferring Pharmaceuticals,,,,,,,,GONADORELIN (LHRH) INJECTION 100MCG,,,,
GONA02,GONA02_20200406_OUT2.jpg,06/04/2020,Packaging,Ferring Pharmaceuticals,,,,,,,,GONADORELIN (LHRH) INJECTION 100MCG,,,,
GONA02,GONA02_20200406_OUT3.jpg,06/04/2020,Content,Ferring Pharmaceuticals,,,,,,,,GONADORELIN (LHRH) INJECTION 100MCG,,,,
GRIS01,GRIS01_20200109_INN1.jpg,09/01/2020,Loose pill,Vickmans,[LOGO],[NOIMPRINT],White,Round,S2,Vickmans,,GRISEOFULVIN TABLET 125MG,,,,
GRIS01,GRIS01_20200109_OUT1.jpg,09/01/2020,Packaging,Vickmans,,,,,,,,GRISEOFULVIN TABLET 125MG,,,,
GUAN04,GUAN04_20200724_INN1.jpg,24/07/2020,Loose pill,Apotex Inc.,APO,GU1,White,Round,,,,GUANFACINE (HCL) EXTENDED RELEASE TAB 1MG,,,,
GUAN04,GUAN04_20200724_OUT1.jpg,24/07/2020,Packaging,Apotex Inc.,,,,,,,,GUANFACINE (HCL) EXTENDED RELEASE TAB 1MG,,,,
HALO03,HALO03_20200213_INN1.jpg,13/02/2020,Loose pill,APT Pharma,1-5,H L,Orange Pink,Round,S2,,,HALOPERIDOL TABLET 1.5MG,,,,
HALO03,HALO03_20200213_OUT1.jpg,13/02/2020,Packaging,APT Pharma,,,,,,,,HALOPERIDOL TABLET 1.5MG,,,,
HALO14,HALO14_20200213_INN1.jpg,13/02/2020,Loose pill,APT Pharma,H L,1,Orange pink,Square,S1,,,HALOPERIDOL TABLET 1MG,,,,
HALO14,HALO14_20200213_OUT1.jpg,13/02/2020,Packaging,APT Pharma,,,,,,,,HALOPERIDOL TABLET 1MG,,,,
HEPA06,HEPA06_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Medinova,,,,,,,,HEPARINOID CREAM 14G,,,,
HEPA06,HEPA06_20200215_OUT2.jpg,15/02/2020,Packaging,Medinova,,,,,,,,HEPARINOID CREAM 14G,,,,
HEPA06,HEPA06_20200215_OUT3.jpg,15/02/2020,Packaging,Medinova,,,,,,,,HEPARINOID CREAM 14G,,,,
HEPA43,HEPA43_20200317_OUT1.jpg,17/03/2020,Packaging & Content,Grifols Therapeutics Inc.,,,,,,,,HEPATITIS B IMMUNOGLOBULIN IM INJECTION 220 IU/ML 5ML,,,,
HEPA43,HEPA43_20200317_OUT2.jpg,17/03/2020,Packaging,Grifols Therapeutics Inc.,,,,,,,,HEPATITIS B IMMUNOGLOBULIN IM INJECTION 220 IU/ML 5ML,,,,
HEPA43,HEPA43_20200317_OUT3.jpg,17/03/2020,Packaging,Grifols Therapeutics Inc.,,,,,,,,HEPATITIS B IMMUNOGLOBULIN IM INJECTION 220 IU/ML 5ML,,,,
HEPA47,HEPA47_20200218_OUT1.jpg,18/02/2020,Content,B. Braun,,,,,,,,HEPARINISED SALINE (PRESERVATIVE FREE) INJECTION 10U/ML 5ML,,,,
HEPA51,HEPA51_20200406_OUT1.jpg,06/04/2020,Packaging & Content,GlaxoSmithKline,,,,,,,,HEPATITIS B (ENGERIX B) VACCINE 10MCG/0.5ML,,,,
HEPA51,HEPA51_20200406_OUT2.jpg,06/04/2020,Packaging,GlaxoSmithKline,,,,,,,,HEPATITIS B (ENGERIX B) VACCINE 10MCG/0.5ML,,,,
HEPA51,HEPA51_20200406_OUT3.jpg,06/04/2020,Packaging,GlaxoSmithKline,,,,,,,,HEPATITIS B (ENGERIX B) VACCINE 10MCG/0.5ML,,,,
HEPA52,HEPA52_20200406_OUT1.jpg,06/04/2020,Packaging & Content,GlaxoSmithKline,,,,,,,,HEPATITIS B (ENGERIX B) VACCINE 20MCG/1ML,,,,
HEPA52,HEPA52_20200406_OUT2.jpg,06/04/2020,Packaging,GlaxoSmithKline,,,,,,,,HEPATITIS B (ENGERIX B) VACCINE 20MCG/1ML,,,,
HEPA52,HEPA52_20200406_OUT3.jpg,06/04/2020,Packaging,GlaxoSmithKline,,,,,,,,HEPATITIS B (ENGERIX B) VACCINE 20MCG/1ML,,,,
HYDR01,HYDR01_20200213_INN1.jpg,13/02/2020,Loose pill,APT Pharma,10,H,Orange,Round,,,,HYDRALAZINE HCL TABLET 10MG,,,,
HYDR01,HYDR01_20200213_OUT1.jpg,13/02/2020,Packaging,APT Pharma,,,,,,,,HYDRALAZINE HCL TABLET 10MG,,,,
HYDR05,HYDR05_20200213_INN1.jpg,13/02/2020,Loose pill,Synco,HCT 50,S,White,Round,S1,Synco,,HYDROCHLOROTHIAZIDE TABLET 50MG,,,,
HYDR05,HYDR05_20200213_OUT1.jpg,13/02/2020,Packaging,Synco,,,,,,,,HYDROCHLOROTHIAZIDE TABLET 50MG,,,,
HYDR06,HYDR06_20200213_INN1.jpg,13/02/2020,Loose pill,Vickmans,H2,[NOIMPRINT],White,Round,S2,,,HYDROCORTISONE TABLET 20MG,,,,
HYDR06,HYDR06_20200213_OUT1.jpg,13/02/2020,Packaging,Vickmans,,,,,,,,HYDROCORTISONE TABLET 20MG,,,,
HYDR21,HYDR21_20200213_INN1.jpg,13/02/2020,Loose pill,Chemill Institutional,ZC38,[NOIMPRINT],White,Oblong,,,,HYDROXYCHLOROQUINE SULPHATE TABLET 200MG,,,,
HYDR21,HYDR21_20200213_OUT1.jpg,13/02/2020,Packaging,Chemill Institutional,,,,,,,,HYDROXYCHLOROQUINE SULPHATE TABLET 200MG,,,,
HYDR25,HYDR25_20200213_INN1.jpg,13/02/2020,Loose pill,Vickmans,H10,[NOIMPRINT],White,Round,S2,,,HYDROXYZINE HCL TABLET 10MG,,,,
HYDR25,HYDR25_20200213_OUT1.jpg,13/02/2020,Packaging,Vickmans,,,,,,,,HYDROXYZINE HCL TABLET 10MG,,,,
HYDR40,HYDR40_20200215_OUT1.jpg,15/02/2020,Packaging,(?) Prepack Pharmason Company Limited,,,,,,,,HYDROCORTISONE OINTMENT 1%,,,,
HYDR59,HYDR59_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Europharm Lab Co. Ltd.,,,,,,,,HYDROCORTISONE ACETATE CREAM 1% 15G,,,,
HYOS01,HYOS01_20200109_INN1.jpg,09/01/2020,Loose pill,Synco,HM 1,S,White,Round,S1,Synco,,HYOSCINE METHOBROMIDE TABLET 1MG,,,,
HYOS01,HYOS01_20200109_OUT1.jpg,09/01/2020,Packaging,Synco,,,,,,,,HYOSCINE METHOBROMIDE TABLET 1MG,,,,
HYOS02,HYOS02_20200215_OUT1.jpg,15/02/2020,Packaging,(?) Prepack Pharmason Company Limited,,,,,,,,HYOSCINE BUTYLBROMIDE SYRUP 1MG/ML,,,,
HYOS09,HYOS09_20200220_OUT1.jpg,20/02/2020,Packaging,Celeb Pharmaceuticals. Inc.,,,,,,,,HYOSCINE TRANSDERMAL PATCH 1.5MG,,,,
HYOS09,HYOS09_20200220_OUT2.jpg,20/02/2020,Content,Celeb Pharmaceuticals. Inc.,,,,,,,,HYOSCINE TRANSDERMAL PATCH 1.5MG,,,,
IBUP01,IBUP01_20200109_INN1.jpg,09/01/2020,Loose pill,Vickmans,[NOIMPRINT],[NOIMPRINT],Bright Pink,Round,,,,IBUPROFEN TABLET 200MG,,,,
IBUP01,IBUP01_20200109_OUT1.jpg,09/01/2020,Packaging,Vickmans,,,,,,,,IBUPROFEN TABLET 200MG,,,,
IMIP01,IMIP01_20200213_INN1.jpg,13/02/2020,Loose pill,Synco,[NOIMPRINT],[NOIMPRINT],Orange,Round,,,,IMIPRAMINE HCL TABLET 25MG,,,,
IMIP01,IMIP01_20200213_OUT1.jpg,13/02/2020,Packaging,Synco,,,,,,,,IMIPRAMINE HCL TABLET 25MG,,,,
IMIP02,IMIP02_20200213_INN1.jpg,13/02/2020,Loose pill,Apotex Inc.,[NOIMPRINT],[NOIMPRINT],Dark Brown,Round,,,,IMIPRAMINE HCL TABLET 10MG,,,,
IMIP02,IMIP02_20200213_OUT1.jpg,13/02/2020,Packaging,Apotex Inc.,,,,,,,,IMIPRAMINE HCL TABLET 10MG,,,,
INDO02,INDO02_20200211_INN1.jpg,11/02/2020,Loose pill,Synco,[NOIMPRINT],[NOIMPRINT],White; Blue,Capsule,,,,INDOMETHACIN CAPSULE 25MG,,,,
INDO02,INDO02_20200211_OUT1.jpg,11/02/2020,Packaging,Synco,,,,,,,,INDOMETHACIN CAPSULE 25MG,,,,
INFL03,INFL03_20200406_OUT1.jpg,06/04/2020,Packaging & Content,Jassen,,,,,,,,INFLIXIMAB (REMICADE) INFUSION 100MG,,,,
INFL03,INFL03_20200406_OUT2.jpg,06/04/2020,Packaging,Jassen,,,,,,,,INFLIXIMAB (REMICADE) INFUSION 100MG,,,,
INFL31,INFL31_20200317_OUT1.jpg,17/03/2020,Packaging & Content,Celltrion Healthcare,,,,,,,,INFLIXIMAB (REMSIMA) INFUSION 100MG,,,,
INFL31,INFL31_20200317_OUT2.jpg,17/03/2020,Packaging,Celltrion Healthcare,,,,,,,,INFLIXIMAB (REMSIMA) INFUSION 100MG,,,,
INFL31,INFL31_20200317_OUT3.jpg,17/03/2020,Packaging,Celltrion Healthcare,,,,,,,,INFLIXIMAB (REMSIMA) INFUSION 100MG,,,,
INSU02,INSU02_20200317_OUT1.jpg,17/03/2020,Packaging & Content,Novo Nordisk,,,,,,,,INSULIN HUMAN (MIXTARD 30) INJECTION 100U/ML 10ML,,,,
INSU02,INSU02_20200317_OUT2.jpg,17/03/2020,Packaging,Novo Nordisk,,,,,,,,INSULIN HUMAN (MIXTARD 30) INJECTION 100U/ML 10ML,,,,
INSU02,INSU02_20200317_OUT3.jpg,17/03/2020,Packaging,Novo Nordisk,,,,,,,,INSULIN HUMAN (MIXTARD 30) INJECTION 100U/ML 10ML,,,,
INSU06,INSU06_20200317_OUT1.jpg,17/03/2020,Packaging & Content,Novo Nordisk,,,,,,,,INSULIN NEUTRAL HUMAN (ACTRAPID) INJECTION 100U/ML 10ML,,,,
INSU06,INSU06_20200317_OUT2.jpg,17/03/2020,Packaging,Novo Nordisk,,,,,,,,INSULIN NEUTRAL HUMAN (ACTRAPID) INJECTION 100U/ML 10ML,,,,
INSU06,INSU06_20200317_OUT3.jpg,17/03/2020,Packaging,Novo Nordisk,,,,,,,,INSULIN NEUTRAL HUMAN (ACTRAPID) INJECTION 100U/ML 10ML,,,,
INSU15,INSU15_20200406_OUT1.jpg,06/04/2020,Packaging & Content,Novo Nordisk,,,,,,,,INSULIN ISOPHANE HUMAN (PROTAPHANE) INJECTION 100U/ML 10ML,,,,
INSU15,INSU15_20200406_OUT2.jpg,06/04/2020,Packaging,Novo Nordisk,,,,,,,,INSULIN ISOPHANE HUMAN (PROTAPHANE) INJECTION 100U/ML 10ML,,,,
INSU16,INSU16_20200317_OUT1.jpg,17/03/2020,Packaging & Content,Lilly,,,,,,,,INSULIN ISOPHANE HUMAN (HUMULIN N) INJECTION 100U/ML 10ML,,,,
INSU16,INSU16_20200317_OUT2.jpg,17/03/2020,Packaging,Lilly,,,,,,,,INSULIN ISOPHANE HUMAN (HUMULIN N) INJECTION 100U/ML 10ML,,,,
INSU16,INSU16_20200317_OUT3.jpg,17/03/2020,Packaging,Lilly,,,,,,,,INSULIN ISOPHANE HUMAN (HUMULIN N) INJECTION 100U/ML 10ML,,,,
INSU25,INSU25_20200317_OUT1.jpg,17/03/2020,Packaging,Novo Nordisk,,,,,,,,INSULIN NEUTRAL HUMAN (ACTRAPID) PENFILL 100U/ML 3ML,,,,
INSU25,INSU25_20200317_OUT2.jpg,17/03/2020,Packaging,Novo Nordisk,,,,,,,,INSULIN NEUTRAL HUMAN (ACTRAPID) PENFILL 100U/ML 3ML,,,,
INSU25,INSU25_20200317_OUT3.jpg,17/03/2020,Content,Novo Nordisk,,,,,,,,INSULIN NEUTRAL HUMAN (ACTRAPID) PENFILL 100U/ML 3ML,,,,
INSU26,INSU26_20200317_OUT1.jpg,17/03/2020,Content,Novo Nordisk,,,,,,,,INSULIN ISOPHANE HUMAN (PROTAPHANE) PENFILL 100U/ML 3ML,,,,
INSU26,INSU26_20200317_OUT2.jpg,17/03/2020,Packaging,Novo Nordisk,,,,,,,,INSULIN ISOPHANE HUMAN (PROTAPHANE) PENFILL 100U/ML 3ML,,,,
INSU27,INSU27_20200317_OUT1.jpg,17/03/2020,Packaging,Novo Nordisk,,,,,,,,INSULIN HUMAN (MIXTARD 30) PENFILL 100U/ML 3ML,,,,
INSU27,INSU27_20200317_OUT2.jpg,17/03/2020,Content,Novo Nordisk,,,,,,,,INSULIN HUMAN (MIXTARD 30) PENFILL 100U/ML 3ML,,,,
INSU35,INSU35_20200317_OUT1.jpg,17/03/2020,Content,Lilly,,,,,,,,INSULIN HUMAN (HUMULIN 70/30) PENFILL 100U/ML 3ML,,,,
INSU35,INSU35_20200317_OUT2.jpg,17/03/2020,Packaging,Lilly,,,,,,,,INSULIN HUMAN (HUMULIN 70/30) PENFILL 100U/ML 3ML,,,,
INSU35,INSU35_20200317_OUT3.jpg,17/03/2020,Packaging,Lilly,,,,,,,,INSULIN HUMAN (HUMULIN 70/30) PENFILL 100U/ML 3ML,,,,
INSU35,INSU35_20200317_OUT4.jpg,17/03/2020,Packaging,Lilly,,,,,,,,INSULIN HUMAN (HUMULIN 70/30) PENFILL 100U/ML 3ML,,,,
INSU36,INSU36_20200406_OUT1.jpg,06/04/2020,Packaging,Lilly,,,,,,,,INSULIN ISOPHANE HUMAN (HUMULIN N) PENFILL 100U/ML 3ML,,,,
INSU36,INSU36_20200406_OUT2.jpg,06/04/2020,Content,Lilly,,,,,,,,INSULIN ISOPHANE HUMAN (HUMULIN N) PENFILL 100U/ML 3ML,,,,
INSU38,INSU38_20200317_OUT1.jpg,17/03/2020,Packaging & Content,Lilly,,,,,,,,INSULIN LISPRO HUMAN ANALOG(HUMALOG) INJECTION 100U/ML 10ML,,,,
INSU38,INSU38_20200317_OUT2.jpg,17/03/2020,Packaging,Lilly,,,,,,,,INSULIN LISPRO HUMAN ANALOG(HUMALOG) INJECTION 100U/ML 10ML,,,,
INSU38,INSU38_20200317_OUT3.jpg,17/03/2020,Packaging,Lilly,,,,,,,,INSULIN LISPRO HUMAN ANALOG(HUMALOG) INJECTION 100U/ML 10ML,,,,
INSU40,INSU40_20200317_OUT1.jpg,17/03/2020,Packaging & Content,Lilly,,,,,,,,INSULIN HUMAN (HUMULIN 70/30) INJECTION 100U/ML 10ML,,,,
INSU40,INSU40_20200317_OUT2.jpg,17/03/2020,Packaging,Lilly,,,,,,,,INSULIN HUMAN (HUMULIN 70/30) INJECTION 100U/ML 10ML,,,,
INSU40,INSU40_20200317_OUT3.jpg,17/03/2020,Packaging,Lilly,,,,,,,,INSULIN HUMAN (HUMULIN 70/30) INJECTION 100U/ML 10ML,,,,
INSU43,INSU43_20200317_OUT1.jpg,17/03/2020,Packaging & Content,Sanofi,,,,,,,,INSULIN GLARGINE (LANTUS) INJECTION 100U/ML 10ML,,,,
INSU43,INSU43_20200317_OUT2.jpg,17/03/2020,Packaging,Sanofi,,,,,,,,INSULIN GLARGINE (LANTUS) INJECTION 100U/ML 10ML,,,,
INSU44,INSU44_20200406_OUT1.jpg,06/04/2020,Packaging,Novo Nordisk,,,,,,,,INSULIN ASPART HUMAN ANALOG(NOVOMIX 30) FLEXPEN 100U/ML 3ML,,,,
INSU44,INSU44_20200406_OUT2.jpg,06/04/2020,Content,Novo Nordisk,,,,,,,,INSULIN ASPART HUMAN ANALOG(NOVOMIX 30) FLEXPEN 100U/ML 3ML,,,,
INSU46,INSU46_20200406_OUT1.jpg,06/04/2020,Packaging,Sanofi Pasteur,,,,,,,,INSULIN GLARGINE (LANTUS SOLOSTAR)PREFILLED PEN 100U/ML 3ML,,,,
INSU46,INSU46_20200406_OUT2.jpg,06/04/2020,Packaging,Sanofi Pasteur,,,,,,,,INSULIN GLARGINE (LANTUS SOLOSTAR)PREFILLED PEN 100U/ML 3ML,,,,
INSU46,INSU46_20200406_OUT3.jpg,06/04/2020,Content,Sanofi Pasteur,,,,,,,,INSULIN GLARGINE (LANTUS SOLOSTAR)PREFILLED PEN 100U/ML 3ML,,,,
INSU47,INSU47_20200317_OUT1.jpg,17/03/2020,Content,Novo Nordisk,,,,,,,,INSULIN ASPART HUMAN ANALOG (NOVORAPID) FLEXPEN 100U/ML 3ML,,,,
INSU47,INSU47_20200317_OUT2.jpg,17/03/2020,Packaging,Novo Nordisk,,,,,,,,INSULIN ASPART HUMAN ANALOG (NOVORAPID) FLEXPEN 100U/ML 3ML,,,,
INSU48,INSU48_20200317_OUT1.jpg,17/03/2020,Content,Lilly,,,,,,,,INSULIN LISPRO HUMAN(HUMALOG KWIKPEN)PREFIL PEN 100U/ML 3ML,,,,
INSU48,INSU48_20200317_OUT2.jpg,17/03/2020,Packaging,Lilly,,,,,,,,INSULIN LISPRO HUMAN(HUMALOG KWIKPEN)PREFIL PEN 100U/ML 3ML,,,,
INSU49,INSU49_20200406_OUT1.jpg,06/04/2020,Packaging,Lilly,,,,,,,,INSULIN LISPRO HUMAN(HUMALOG MIX25 KWIKPEN) PEN 100U/ML 3ML,,,,
INSU49,INSU49_20200406_OUT2.jpg,06/04/2020,Content,Lilly,,,,,,,,INSULIN LISPRO HUMAN(HUMALOG MIX25 KWIKPEN) PEN 100U/ML 3ML,,,,
INSU50,INSU50_20200317_OUT1.jpg,17/03/2020,Packaging,Lilly,,,,,,,,INSULIN LISPRO HUMAN(HUMALOG MIX50 KWIKPEN) PEN 100U/ML 3ML,,,,
INSU50,INSU50_20200317_OUT2.jpg,17/03/2020,Content,Lilly,,,,,,,,INSULIN LISPRO HUMAN(HUMALOG MIX50 KWIKPEN) PEN 100U/ML 3ML,,,,
INSU53,INSU53_20200406_OUT1.jpg,06/04/2020,Packaging,Novo Nordisk,,,,,,,,INSULIN DEGLUDEC (TRESIBA FLEXTOUCH) PEN 100U/ML 3ML,,,,
INSU53,INSU53_20200406_OUT2.jpg,06/04/2020,Packaging,Novo Nordisk,,,,,,,,INSULIN DEGLUDEC (TRESIBA FLEXTOUCH) PEN 100U/ML 3ML,,,,
INSU53,INSU53_20200406_OUT3.jpg,06/04/2020,Content,Novo Nordisk,,,,,,,,INSULIN DEGLUDEC (TRESIBA FLEXTOUCH) PEN 100U/ML 3ML,,,,
INTE20,INTE20_20200724_OUT1.jpg,24/07/2020,Packaging,Bayer ,,,,,,,,INTERFERON BETA-1B INJECTION 8MIU (250MCG)/ML,,,,
INTE20,INTE20_20200724_OUT2.jpg,24/07/2020,Content,Bayer,,,,,,,,INTERFERON BETA-1B INJECTION 8MIU (250MCG)/ML,,,,
IRON04,IRON04_20200213_OUT1.jpg,13/02/2020,Content,Pharmacosmos,,,,,,,,IRON (ISOMALTOSIDE 1000) INJECTION 100MG FE/ML 1ML,,,,
IRON04,IRON04_20200213_OUT2.jpg,13/02/2020,Packaging,Pharmacosmos,,,,,,,,IRON (ISOMALTOSIDE 1000) INJECTION 100MG FE/ML 1ML,,,,
ISOC02,ISOC02_20200215_OUT1.jpg,15/02/2020,Packaging,Bayer,,,,,,,,ISOCONAZOLE NITRATE CREAM 1% 20G,,,,
ISOC02,ISOC02_20200215_OUT2.jpg,15/02/2020,Packaging,Bayer,,,,,,,,ISOCONAZOLE NITRATE CREAM 1% 20G,,,,
ISOC02,ISOC02_20200215_OUT3.jpg,15/02/2020,Content,Bayer,,,,,,,,ISOCONAZOLE NITRATE CREAM 1% 20G,,,,
ISOC02,ISOC02_20200215_OUT4.jpg,15/02/2020,Packaging & Content,Bayer,,,,,,,,ISOCONAZOLE NITRATE CREAM 1% 20G,,,,
ISON02,ISON02_20200213_INN1.jpg,13/02/2020,Loose pill,"Atlantic Pharmaceutical Co.,Ltd.",ATC,[NOIMPRINT],White,Round,S2,Triangle ATC,,ISONIAZID TABLET 100MG,,,,
ISON02,ISON02_20200213_OUT1.jpg,13/02/2020,Packaging,"Atlantic Pharmaceutical Co.,Ltd.",,,,,,,,ISONIAZID TABLET 100MG,,,,
KALE02,KALE02_20200724_OUT1.jpg,24/07/2020,Packaging,Abbvie,,,,,,,,KALETRA (OR EQUIV) SOLUTION 80MG/20MG/ML,,,,
KALE02,KALE02_20200724_OUT2.jpg,24/07/2020,Content,Abbvie,,,,,,,,KALETRA (OR EQUIV) SOLUTION 80MG/20MG/ML,,,,
KALE03,KALE03_20200213_INN1.jpg,13/02/2020,Loose pill,Abbvie,KA,[NOIMPRINT],Orange,Oblong,,Abbott,,KALETRA 200/50 (OR EQUIV) TABLET,,,,
KALE03,KALE03_20200213_OUT1.jpg,13/02/2020,Packaging,Abbvie,,,,,,,,KALETRA 200/50 (OR EQUIV) TABLET,,,,
KETO17,KETO17_20200220_OUT1.jpg,20/02/2020,Packaging & Content,Douglas Pharmaceuticals,,,,,,,,KETOCONAZOLE SHAMPOO 2% 100ML,,,,
KETO17,KETO17_20200220_OUT2.jpg,20/02/2020,Packaging & Content,Douglas Pharmaceuticals,,,,,,,,KETOCONAZOLE SHAMPOO 2% 100ML,,,,
KETO17,KETO17_20200220_OUT3.jpg,20/02/2020,Packaging,Douglas Pharmaceuticals,,,,,,,,KETOCONAZOLE SHAMPOO 2% 100ML,,,,
LABE05,LABE05_20200218_OUT1.jpg,18/02/2020,Content,Aspen Pharma Pty Ltd,,,,,,,,LABETALOL HCL INJECTION 5MG/ML 5ML,,,,
LABE05,LABE05_20200218_OUT2.jpg,18/02/2020,Packaging,Aspen Pharma Pty Ltd,,,,,,,,LABETALOL HCL INJECTION 5MG/ML 5ML,,,,
LABE05,LABE05_20200218_OUT3.jpg,18/02/2020,Packaging,Aspen Pharma Pty Ltd,,,,,,,,LABETALOL HCL INJECTION 5MG/ML 5ML,,,,
LAMO03,LAMO03_20200213_INN1.jpg,13/02/2020,Loose pill,GlaxoSmithKline,GSCL2,5,White,Oblong,,,,LAMOTRIGINE CHEW/DISP TAB 5MG,,,,
LAMO03,LAMO03_20200213_OUT1.jpg,13/02/2020,Packaging,GlaxoSmithKline,,,,,,,,LAMOTRIGINE CHEW/DISP TAB 5MG,,,,
LATA01,LATA01_20200317_OUT1.jpg,17/03/2020,Packaging & Content,Bausch + Lomb,,,,,,,,LATANOPROST EYE DROPS 0.005% 2.5ML,,,,
LATA01,LATA01_20200317_OUT2.jpg,17/03/2020,Packaging,Bausch + Lomb,,,,,,,,LATANOPROST EYE DROPS 0.005% 2.5ML,,,,
LATA01,LATA01_20200317_OUT3.jpg,17/03/2020,Packaging,Bausch + Lomb,,,,,,,,LATANOPROST EYE DROPS 0.005% 2.5ML,,,,
LEFL01,LEFL01_20200213_INN1.jpg,13/02/2020,Loose pill,Sanofi,ZBN,[NOIMPRINT],White,Round,,,,LEFLUNOMIDE TABLET 10MG,,,,
LEFL01,LEFL01_20200213_OUT1.jpg,13/02/2020,Packaging,Sanofi,,,,,,,,LEFLUNOMIDE TABLET 10MG,,,,
LEFL02,LEFL02_20200213_INN1.jpg,13/02/2020,Loose pill,Sanofi,ZBO,[NOIMPRINT],White Beige,3 sided,,,,LEFLUNOMIDE TABLET 20MG,,,,
LEFL02,LEFL02_20200213_OUT1.jpg,13/02/2020,Packaging,Sanofi,,,,,,,,LEFLUNOMIDE TABLET 20MG,,,,
LEVO15,LEVO15_20200218_OUT1.jpg,18/02/2020,Packaging & Content,Pharmathen Pharmaceutical Industry,,,,,,,,LEVOFLOXACIN INFUSION 5MG/ML 100ML,,,,
LEVO15,LEVO15_20200218_OUT2.jpg,18/02/2020,Content,Pharmathen Pharmaceutical Industry,,,,,,,,LEVOFLOXACIN INFUSION 5MG/ML 100ML,,,,
LEVO15,LEVO15_20200218_OUT3.jpg,18/02/2020,Packaging,Pharmathen Pharmaceutical Industry,,,,,,,,LEVOFLOXACIN INFUSION 5MG/ML 100ML,,,,
LEVO18,LEVO18_20200109_INN1.jpg,09/01/2020,Loose pill,Vickmans,250,L F,Beige,Oblong,S2,,,LEVOFLOXACIN TABLET 250MG,,,,
LEVO18,LEVO18_20200109_OUT1.jpg,09/01/2020,Packaging,Vickmans,,,,,,,,LEVOFLOXACIN TABLET 250MG,,,,
LEVO24,LEVO24_20200317_OUT1.jpg,17/03/2020,Packaging & Content,(?) SM,,,,,,,,LEVODOPA 5MG/ML + CARBIDOPA 1.25MG/ML SUSPENSION,,,,
LIGN18,LIGN18_20200218_OUT1.jpg,18/02/2020,Content,Pfizer,,,,,,,,LIGNOCAINE HCL(PRESERVATIVE FREE) INJECTION 2%(20MG/ML) 5ML,,,,
